Orthogroup	Pfalciparum	Tgondii
OG0002155	PF3D7_1471200	TGME49_280500
OG0002156	PF3D7_1470400	TGME49_204370
OG0002157	PF3D7_1467400	TGME49_313550
OG0002158	PF3D7_1461600	TGME49_314740
OG0002159	PF3D7_1457200	TGME49_293870
OG0002160	PF3D7_1454500	TGME49_237560
OG0002161	PF3D7_1451900	TGME49_265110
OG0002162	PF3D7_1449500	TGME49_205650
OG0002163	PF3D7_1441400	TGME49_261460
OG0002164	PF3D7_1436600	TGME49_311360
OG0002165	PF3D7_1435400	TGME49_259000
OG0002166	PF3D7_1434000	TGME49_305770
OG0002167	PF3D7_1427800	TGME49_231040
OG0002168	PF3D7_1426200	TGME49_219520
OG0002169	PF3D7_1414600	TGME49_305320
OG0002170	PF3D7_1410000	TGME49_267840
OG0002171	PF3D7_1409900	TGME49_281980
OG0002172	PF3D7_0419700	TGME49_294790
OG0002173	PF3D7_0416300	TGME49_270450
OG0002174	PF3D7_0414900	TGME49_261440
OG0002175	PF3D7_0410300	TGME49_224240
OG0002176	PF3D7_0409200	TGME49_233410
OG0002177	PF3D7_0407200	TGME49_211240
OG0002178	PF3D7_0404100	TGME49_251740
OG0002179	PF3D7_0515900	TGME49_243990
OG0002180	PF3D7_0513500	TGME49_249910
OG0002181	PF3D7_0512600	TGME49_214770
OG0002182	PF3D7_0512300	TGME49_320070
OG0002183	PF3D7_0505800	TGME49_266460
OG0002184	PF3D7_0503800	TGME49_266070
OG0002185	PF3D7_0501800	TGME49_231280
OG0002186	PF3D7_0630500	TGME49_309950
OG0002187	PF3D7_0623000	TGME49_201380
OG0002188	PF3D7_0616000	TGME49_297080
OG0002189	PF3D7_0615500	TGME49_229020
OG0002190	PF3D7_0615100	TGME49_251930
OG0002191	PF3D7_0614500	TGME49_289530
OG0002192	PF3D7_0608700	TGME49_318410
OG0002193	PF3D7_0602800	TGME49_259210
OG0002194	PF3D7_0312400	TGME49_265330
OG0002195	PF3D7_0312300	TGME49_250830
OG0002196	PF3D7_0110900	TGME49_233400
OG0002197	PF3D7_0105300	TGME49_310030
OG0002198	PF3D7_1146500	TGME49_251940
OG0002199	PF3D7_1145400	TGME49_321620
OG0002200	PF3D7_1145300	TGME49_250350
OG0002201	PF3D7_1141600	TGME49_277970
OG0002202	PF3D7_0935200	TGME49_295000
OG0002203	PF3D7_0933600	TGME49_236210
OG0002204	PF3D7_0925700	TGME49_227290
OG0002205	PF3D7_0922700	TGME49_321290
OG0002206	PF3D7_0920000	TGME49_253880
OG0002207	PF3D7_0919300	TGME49_232410
OG0002208	PF3D7_0909500	TGME49_263520
OG0002209	PF3D7_0909200	TGME49_273550
OG0002210	PF3D7_0907900	TGME49_216700
OG0002211	PF3D7_0904800	TGME49_203170
OG0002212	PF3D7_1134700	TGME49_297530
OG0002213	PF3D7_1132900	TGME49_202960
OG0002214	PF3D7_1130200	TGME49_218410
OG0002215	PF3D7_1128400	TGME49_224490
OG0002216	PF3D7_1126000	TGME49_300260
OG0002217	PF3D7_1124600	TGME49_306540
OG0002218	PF3D7_1121300	TGME49_225770
OG0002219	PF3D7_1118600	TGME49_318330
OG0002220	PF3D7_1117700	TGME49_248340
OG0002221	PF3D7_1117100	TGME49_247240
OG0002222	PF3D7_1116400	TGME49_294250
OG0002223	PF3D7_1108600	TGME49_229480
OG0002224	PF3D7_1107300	TGME49_269180
OG0002225	PF3D7_1105700	TGME49_207450
OG0002226	PF3D7_1103700	TGME49_272400
OG0002227	PF3D7_1364900	TGME49_258650
OG0002228	PF3D7_1354800	TGME49_206490
OG0002229	PF3D7_1353500	TGME49_266930
OG0002230	PF3D7_1352100	TGME49_269000
OG0002231	PF3D7_1347700	TGME49_310280
OG0002232	PF3D7_1344800	TGME49_291640
OG0002233	PF3D7_1343700	TGME49_262150
OG0002234	PF3D7_1342400	TGME49_268810
OG0002235	PF3D7_1340600	TGME49_238230
OG0002236	PF3D7_1336800	TGME49_233680
OG0002237	PF3D7_1332300	TGME49_222920
OG0002238	PF3D7_1327600	TGME49_305840
OG0002239	PF3D7_1320000	TGME49_222100
OG0002240	PF3D7_1318800	TGME49_260630
OG0002241	PF3D7_1316800	TGME49_217780
OG0002242	PF3D7_1315700	TGME49_306630
OG0002243	PF3D7_1315100	TGME49_243500
OG0002244	PF3D7_1313200	TGME49_235640
OG0002245	PF3D7_1312900	TGME49_257350
OG0002246	PF3D7_1312400	TGME49_228250
OG0002247	PF3D7_1311900	TGME49_256970
OG0002248	PF3D7_1309700	TGME49_289730
OG0002249	PF3D7_0828800	TGME49_243930
OG0002250	PF3D7_0824600	TGME49_216900
OG0002251	PF3D7_0822100	TGME49_306280
OG0002252	PF3D7_0820700	TGME49_244200
OG0002253	PF3D7_0816800	TGME49_216400
OG0002254	PF3D7_0816700	TGME49_314720
OG0002255	PF3D7_0816000	TGME49_311870
OG0002256	PF3D7_0812400	TGME49_252290
OG0002257	PF3D7_0811300	TGME49_260240
OG0002258	PF3D7_0807800	TGME49_223960
OG0002259	PF3D7_0802200	TGME49_309210
OG0002260	PF3D7_0724400	TGME49_202810
OG0002261	PF3D7_0719300	TGME49_257710
OG0002262	PF3D7_0719200	TGME49_244620
OG0002263	PF3D7_0718100	TGME49_268010
OG0002264	PF3D7_0717500	TGME49_301440
OG0002265	PF3D7_0716800	TGME49_289830
OG0002266	PF3D7_1037500	TGME49_267800
OG0002267	PF3D7_1034900	TGME49_289300
OG0002268	PF3D7_1033500	TGME49_257560
OG0002269	PF3D7_1032500	TGME49_294290
OG0002270	PF3D7_1030500	TGME49_207770
OG0002271	PF3D7_1027900	TGME49_301370
OG0002272	PF3D7_1026400	TGME49_316620
OG0002273	PF3D7_1015600	TGME49_247550
OG0002274	PF3D7_1014400	TGME49_270330
OG0002275	PF3D7_1012900	TGME49_220160
OG0002276	PF3D7_1012400	TGME49_200320
OG0002277	PF3D7_1007900	TGME49_317720
OG0002278	PF3D7_1248900	TGME49_261010
OG0002279	PF3D7_1246900	TGME49_267540
OG0002280	PF3D7_1246100	TGME49_258690
OG0002281	PF3D7_1242200	TGME49_320620
OG0002282	PF3D7_1230100	TGME49_286600
OG0002283	PF3D7_1224300	TGME49_224850
OG0002284	PF3D7_1218800	TGME49_205760
OG0002285	PF3D7_1213600	TGME49_223000
OG0002286	PF3D7_1211600	TGME49_242415
OG0002287	PF3D7_1209600	TGME49_271420
OG0002288	PF3D7_1202400	TGME49_238000
OG0002289	PF3D7_0218500	TGME49_270830
OG0002290	PF3D7_0211800	TGME49_270510
OG0002291	PF3D7_0203700	TGME49_249950
OG0002292	PF3D7_0203300	TGME49_249330
OG0002293	PF3D7_1475300	TGME49_202800
OG0002294	PF3D7_1474500	TGME49_246500
OG0002295	PF3D7_1468800	TGME49_234520
OG0002296	PF3D7_1466100	TGME49_290170
OG0002297	PF3D7_1465500	TGME49_238995
OG0002298	PF3D7_1463200	TGME49_213000
OG0002299	PF3D7_1460100	TGME49_237870
OG0002300	PF3D7_1457500	TGME49_315680
OG0002301	PF3D7_1455800	TGME49_205658
OG0002302	PF3D7_1455400	TGME49_241160
OG0002303	PF3D7_1455100	TGME49_308830
OG0002304	PF3D7_1453800	TGME49_278830
OG0002305	PF3D7_1434600	TGME49_305460
OG0002306	PF3D7_1423800	TGME49_315530
OG0002307	PF3D7_1423200	TGME49_241830
OG0002308	PF3D7_1420600	TGME49_307770
OG0002309	PF3D7_1418000	TGME49_270530
OG0002310	PF3D7_1417500	TGME49_214210
OG0002311	PF3D7_1416100	TGME49_314970
OG0002312	PF3D7_1414800	TGME49_300280
OG0002313	PF3D7_1412300	TGME49_233350
OG0002314	PF3D7_0410700	TGME49_314320
OG0002315	PF3D7_0409400	TGME49_207760
OG0002316	PF3D7_0408500	TGME49_251620
OG0002317	PF3D7_0519000	TGME49_247320
OG0002318	PF3D7_0518600	TGME49_269900
OG0002319	PF3D7_0518400	TGME49_267580
OG0002320	PF3D7_0512700	TGME49_259660
OG0002321	PF3D7_0508800	TGME49_297940
OG0002322	PF3D7_0629100	TGME49_208530
OG0002323	PF3D7_0628800	TGME49_233838
OG0002324	PF3D7_0623800	TGME49_209050
OG0002325	PF3D7_0619900	TGME49_228000
OG0002326	PF3D7_0615300	TGME49_214920
OG0002327	PF3D7_0608310	TGME49_205570
OG0002328	PF3D7_0323700	TGME49_318140
OG0002329	PF3D7_0320800	TGME49_313010
OG0002330	PF3D7_0315100	TGME49_223410
OG0002331	PF3D7_0314400	TGME49_301010
OG0002332	PF3D7_0309600	TGME49_309810
OG0002333	PF3D7_0306300	TGME49_279400
OG0002334	PF3D7_0302000	TGME49_218420
OG0002335	PF3D7_0104300	TGME49_277895
OG0002336	PF3D7_1145100	TGME49_273370
OG0002337	PF3D7_1144900	TGME49_310460
OG0002338	PF3D7_1139300	TGME49_247730
OG0002339	PF3D7_0709600	TGME49_254730
OG0002340	PF3D7_0930500	TGME49_239250
OG0002341	PF3D7_0927700	TGME49_286210
OG0002342	PF3D7_0923000	TGME49_238190
OG0002343	PF3D7_0915800	TGME49_223110
OG0002344	PF3D7_0915100	TGME49_208780
OG0002345	PF3D7_1121000	TGME49_249380
OG0002346	PF3D7_1113100	TGME49_208718
OG0002347	PF3D7_1111100	TGME49_273950
OG0002348	PF3D7_1110200	TGME49_205220
OG0002349	PF3D7_1107000	TGME49_278950
OG0002350	PF3D7_1368100	TGME49_269840
OG0002351	PF3D7_1366500	TGME49_295350
OG0002352	PF3D7_1359300	TGME49_261050
OG0002353	PF3D7_1349300	TGME49_253860
OG0002354	PF3D7_1344600	TGME49_226400
OG0002355	PF3D7_1341800	TGME49_220270
OG0002356	PF3D7_1340900	TGME49_240210
OG0002357	PF3D7_1340700	TGME49_320480
OG0002358	PF3D7_1337200	TGME49_208820
OG0002359	PF3D7_1323000	TGME49_321570
OG0002360	PF3D7_1321700	TGME49_312530
OG0002361	PF3D7_1309500	TGME49_272010
OG0002362	PF3D7_1308300	TGME49_217570
OG0002363	PF3D7_1304700	TGME49_264690
OG0002364	PF3D7_0823900	TGME49_274060
OG0002365	PF3D7_0823000	TGME49_310190
OG0002366	PF3D7_0822600	TGME49_291680
OG0002367	PF3D7_0818900	TGME49_273760
OG0002368	PF3D7_0802300	TGME49_295680
OG0002369	PF3D7_0724300	TGME49_266850
OG0002370	PF3D7_0716600	TGME49_216170
OG0002371	PF3D7_1029600	TGME49_205720
OG0002372	PF3D7_1006200	TGME49_218820
OG0002373	PF3D7_1006100	TGME49_233020
OG0002374	PF3D7_1246800	TGME49_264440
OG0002375	PF3D7_1239900	TGME49_320670
OG0002376	PF3D7_1239500	TGME49_297780
OG0002377	PF3D7_1235000	TGME49_274080
OG0002378	PF3D7_1233900	TGME49_214470
OG0002379	PF3D7_1229400	TGME49_290040
OG0002380	PF3D7_1226700	TGME49_201710
OG0002381	PF3D7_1220500	TGME49_204540
OG0002382	PF3D7_1220400	TGME49_235350
OG0002383	PF3D7_1203900	TGME49_319870
OG0002384	PF3D7_1202200	TGME49_278990
OG0002385	PF3D7_0213400	TGME49_281430
OG0002386	PF3D7_0212600	TGME49_293900
OG0002387	PF3D7_0206100	TGME49_277010
OG0002388	PF3D7_1474900	TGME49_269650
OG0002389	PF3D7_1472100	TGME49_214110
OG0002390	PF3D7_1467300	TGME49_214850
OG0002391	PF3D7_1451700	TGME49_213800
OG0002392	PF3D7_1451100	TGME49_205470
OG0002393	PF3D7_1450300	TGME49_249320
OG0002394	PF3D7_1448400	TGME49_254490
OG0002395	PF3D7_1447500	TGME49_271930
OG0002396	PF3D7_1433600	TGME49_321400
OG0002397	PF3D7_1429500	TGME49_219460
OG0002398	PF3D7_1423300	TGME49_251850
OG0002399	PF3D7_1414000	TGME49_224110
OG0002400	PF3D7_1411400	TGME49_261850
OG0002401	PF3D7_1407300	TGME49_285230
OG0002402	PF3D7_1405600	TGME49_207060
OG0002403	PF3D7_1402700	TGME49_240710
OG0002404	PF3D7_0417800	TGME49_304970
OG0002405	PF3D7_0413500	TGME49_222910
OG0002406	PF3D7_0410400	TGME49_224860
OG0002407	PF3D7_0530100	TGME49_300290
OG0002408	PF3D7_0527300	TGME49_257730
OG0002409	PF3D7_0517300	TGME49_217540
OG0002410	PF3D7_0515300	TGME49_215700
OG0002411	PF3D7_0513800	TGME49_258130
OG0002412	PF3D7_0511000	TGME49_251680
OG0002413	PF3D7_0507100	TGME49_309120
OG0002414	PF3D7_0505500	TGME49_290640
OG0002415	PF3D7_0504000	TGME49_289070
OG0002416	PF3D7_0630900	TGME49_312990
OG0002417	PF3D7_0630200	TGME49_254780
OG0002418	PF3D7_0628000	TGME49_305800
OG0002419	PF3D7_0627800	TGME49_266640
OG0002420	PF3D7_0627400	TGME49_225710
OG0002421	PF3D7_0627300	TGME49_205600
OG0002422	PF3D7_0626800	TGME49_256760
OG0002423	PF3D7_0622900	TGME49_252370
OG0002424	PF3D7_0605800	TGME49_257180
OG0002425	PF3D7_0323500	TGME49_286440
OG0002426	PF3D7_0320100	TGME49_270070
OG0002427	PF3D7_0319000	TGME49_257720
OG0002428	PF3D7_0313100	TGME49_313690
OG0002429	PF3D7_0304400	TGME49_203630
OG0002430	PF3D7_0304200	TGME49_231210
OG0002431	PF3D7_0106700	TGME49_313830
OG0002432	PF3D7_1144000	TGME49_259240
OG0002433	PF3D7_0713800	TGME49_284570
OG0002434	PF3D7_0710900	TGME49_252270
OG0002435	PF3D7_0710600	TGME49_227600
OG0002436	PF3D7_0709300	TGME49_229310
OG0002437	PF3D7_0708800	TGME49_219310
OG0002438	PF3D7_0706400	TGME49_239330
OG0002439	PF3D7_0705400	TGME49_237220
OG0002440	PF3D7_0705300	TGME49_245570
OG0002441	PF3D7_0927800	TGME49_209260
OG0002442	PF3D7_0922900	TGME49_217740
OG0002443	PF3D7_0917600	TGME49_233520
OG0002444	PF3D7_0910600	TGME49_299180
OG0002445	PF3D7_1130100	TGME49_231080
OG0002446	PF3D7_1128600	TGME49_257150
OG0002447	PF3D7_1125500	TGME49_267350
OG0002448	PF3D7_1124500	TGME49_245670
OG0002449	PF3D7_1124400	TGME49_222290
OG0002450	PF3D7_1113900	TGME49_207820
OG0002451	PF3D7_1113700	TGME49_248400
OG0002452	PF3D7_1113400	TGME49_223680
OG0002453	PF3D7_1108400	TGME49_263070
OG0002454	PF3D7_1107700	TGME49_239790
OG0002455	PF3D7_1107400	TGME49_272900
OG0002456	PF3D7_1105000	TGME49_239260
OG0002457	PF3D7_1366600	TGME49_280610
OG0002458	PF3D7_1363200	TGME49_208320
OG0002459	PF3D7_1362400	TGME49_293820
OG0002460	PF3D7_1362200	TGME49_288860
OG0002461	PF3D7_1355500	TGME49_312200
OG0002462	PF3D7_1353700	TGME49_316140
OG0002463	PF3D7_1353600	TGME49_256000
OG0002464	PF3D7_1345200	TGME49_245590
OG0002465	PF3D7_1342800	TGME49_289650
OG0002466	PF3D7_1340800	TGME49_235880
OG0002467	PF3D7_1337800	TGME49_224950
OG0002468	PF3D7_1329100	TGME49_278870
OG0002469	PF3D7_1320600	TGME49_289680
OG0002470	PF3D7_1317800	TGME49_213350
OG0002471	PF3D7_1317100	TGME49_219700
OG0002472	PF3D7_1316100	TGME49_208070
OG0002473	PF3D7_1308900	TGME49_227450
OG0002474	PF3D7_0828600	TGME49_205490
OG0002475	PF3D7_0803400	TGME49_232450
OG0002476	PF3D7_0802800	TGME49_311310
OG0002477	PF3D7_0718300	TGME49_261080
OG0002478	PF3D7_1037100	TGME49_299070
OG0002479	PF3D7_1032800	TGME49_267550
OG0002480	PF3D7_1031600	TGME49_217010
OG0002481	PF3D7_1027800	TGME49_227360
OG0002482	PF3D7_1023200	TGME49_259690
OG0002483	PF3D7_1017900	TGME49_261210
OG0002484	PF3D7_1017400	TGME49_239710
OG0002485	PF3D7_1012700	TGME49_228330
OG0002486	PF3D7_1011800	TGME49_216670
OG0002487	PF3D7_1008400	TGME49_267080
OG0002488	PF3D7_1251700	TGME49_254110
OG0002489	PF3D7_1250300	TGME49_263500
OG0002490	PF3D7_1244200	TGME49_214520
OG0002491	PF3D7_1243900	TGME49_240910
OG0002492	PF3D7_1239700	TGME49_259260
OG0002493	PF3D7_1234800	TGME49_230960
OG0002494	PF3D7_1231100	TGME49_312050
OG0002495	PF3D7_1225800	TGME49_290290
OG0002496	PF3D7_1215300	TGME49_263530
OG0002497	PF3D7_1212700	TGME49_201680
OG0002498	PF3D7_1207600	TGME49_312520
OG0002499	PF3D7_0210000	TGME49_230380
OG0002500	PF3D7_0209800	TGME49_216860
OG0002501	PF3D7_1468400	TGME49_269310
OG0002502	PF3D7_1467200	TGME49_278730
OG0002503	PF3D7_1466300	TGME49_263060
OG0002504	PF3D7_1462800	TGME49_289690
OG0002505	PF3D7_1459000	TGME49_220860
OG0002506	PF3D7_1450100	TGME49_313100
OG0002507	PF3D7_1448600	TGME49_306640
OG0002508	PF3D7_1448000	TGME49_232380
OG0002509	PF3D7_1446400	TGME49_272290
OG0002510	PF3D7_1441900	TGME49_217450
OG0002511	PF3D7_1440300	TGME49_253900
OG0002512	PF3D7_1437800	TGME49_269140
OG0002513	PF3D7_1431500	TGME49_233010
OG0002514	PF3D7_1430400	TGME49_230860
OG0002515	PF3D7_1412600	TGME49_235620
OG0002516	PF3D7_1405800	TGME49_301390
OG0002517	PF3D7_0423500	TGME49_206690
OG0002518	PF3D7_0418200	TGME49_217820
OG0002519	PF3D7_0417200	TGME49_249180
OG0002520	PF3D7_0413900	TGME49_213870
OG0002521	PF3D7_0409600	TGME49_236080
OG0002522	PF3D7_0405100	TGME49_226510
OG0002523	PF3D7_0529300	TGME49_286050
OG0002524	PF3D7_0527500	TGME49_232660
OG0002525	PF3D7_0516800	TGME49_255220
OG0002526	PF3D7_0516400	TGME49_246100
OG0002527	PF3D7_0511200	TGME49_238950
OG0002528	PF3D7_0504700	TGME49_212220
OG0002529	PF3D7_0503300	TGME49_272440
OG0002530	PF3D7_0502000	TGME49_230220
OG0002531	PF3D7_0629300	TGME49_272420
OG0002532	PF3D7_0617800	TGME49_261580
OG0002533	PF3D7_0616200	TGME49_260420
OG0002534	PF3D7_0614200	TGME49_242580
OG0002535	PF3D7_0613800	TGME49_208020
OG0002536	PF3D7_0610800	TGME49_318310
OG0002537	PF3D7_0607500	TGME49_259130
OG0002538	PF3D7_0603800	TGME49_316730
OG0002539	PF3D7_0603300	TGME49_210790
OG0002540	PF3D7_0321900	TGME49_321340
OG0002541	PF3D7_0320900	TGME49_300200
OG0002542	PF3D7_0320300	TGME49_202370
OG0002543	PF3D7_0320000	TGME49_232760
OG0002544	PF3D7_0317600	TGME49_226970
OG0002545	PF3D7_0308200	TGME49_297500
OG0002546	PF3D7_0305000	TGME49_307610
OG0002547	PF3D7_0106800	TGME49_267810
OG0002548	PF3D7_0103700	TGME49_313422
OG0002549	PF3D7_1144500	TGME49_211390
OG0002550	PF3D7_1140000	TGME49_297070
OG0002551	PF3D7_0714300	TGME49_213550
OG0002552	PF3D7_0713400	TGME49_262610
OG0002553	PF3D7_0711400	TGME49_201400
OG0002554	PF3D7_0934100	TGME49_216870
OG0002555	PF3D7_0929000	TGME49_309170
OG0002556	PF3D7_0924300	TGME49_215250
OG0002557	PF3D7_0922200	TGME49_240690
OG0002558	PF3D7_0919000	TGME49_288630
OG0002559	PF3D7_0916500	TGME49_285700
OG0002560	PF3D7_0915400	TGME49_240890
OG0002561	PF3D7_0910800	TGME49_280730
OG0002562	PF3D7_0904400	TGME49_300060
OG0002563	PF3D7_1136300	TGME49_238050
OG0002564	PF3D7_1132600	TGME49_266030
OG0002565	PF3D7_1132200	TGME49_229990
OG0002566	PF3D7_1128700	TGME49_252440
OG0002567	PF3D7_1122100	TGME49_308000
OG0002568	PF3D7_1117800	TGME49_266390
OG0002569	PF3D7_1116500	TGME49_231420
OG0002570	PF3D7_1114700	TGME49_313180
OG0002571	PF3D7_1103400	TGME49_273445
OG0002572	PF3D7_1367700	TGME49_219540
OG0002573	PF3D7_1362100	TGME49_269960
OG0002574	PF3D7_1360800	TGME49_227948
OG0002575	PF3D7_1360200	TGME49_230100
OG0002576	PF3D7_1357800	TGME49_272910
OG0002577	PF3D7_1350200	TGME49_275750
OG0002578	PF3D7_1341600	TGME49_321660
OG0002579	PF3D7_1341500	TGME49_235340
OG0002580	PF3D7_1340100	TGME49_202750
OG0002581	PF3D7_1331600	TGME49_311290
OG0002582	PF3D7_1331300	TGME49_280740
OG0002583	PF3D7_1327700	TGME49_315720
OG0002584	PF3D7_1325600	TGME49_263323
OG0002585	PF3D7_1324800	TGME49_271350
OG0002586	PF3D7_1318200	TGME49_270910
OG0002587	PF3D7_1315600	TGME49_207710
OG0002588	PF3D7_1314900	TGME49_294920
OG0002589	PF3D7_0828400	TGME49_312430
OG0002590	PF3D7_0827900	TGME49_211680
OG0002591	PF3D7_0823600	TGME49_315640
OG0002592	PF3D7_0822500	TGME49_285350
OG0002593	PF3D7_0821800	TGME49_211040
OG0002594	PF3D7_0818400	TGME49_319950
OG0002595	PF3D7_0816600	TGME49_275690
OG0002596	PF3D7_0803300	TGME49_227440
OG0002597	PF3D7_0802100	TGME49_271030
OG0002598	PF3D7_0802000	TGME49_249390
OG0002599	PF3D7_0727000	TGME49_297230
OG0002600	PF3D7_1037300	TGME49_249900
OG0002601	PF3D7_1034400	TGME49_215590
OG0002602	PF3D7_1025100	TGME49_231350
OG0002603	PF3D7_1022500	TGME49_268890
OG0002604	PF3D7_1013500	TGME49_248830
OG0002605	PF3D7_1008900	TGME49_224900
OG0002606	PF3D7_1007700	TGME49_224050
OG0002607	PF3D7_1251300	TGME49_306970
OG0002608	PF3D7_1249800	TGME49_270930
OG0002609	PF3D7_1243500	TGME49_248310
OG0002610	PF3D7_1237000	TGME49_311500
OG0002611	PF3D7_1235900	TGME49_305240
OG0002612	PF3D7_1232100	TGME49_240600
OG0002613	PF3D7_1228300	TGME49_292140
OG0002614	PF3D7_1226800	TGME49_229650
OG0002615	PF3D7_1223100	TGME49_242070
OG0002616	PF3D7_1222600	TGME49_318610
OG0002617	PF3D7_1221400	TGME49_216000
OG0002618	PF3D7_1216300	TGME49_286730
OG0002619	PF3D7_1211700	TGME49_243920
OG0002620	PF3D7_1205200	TGME49_289910
OG0002621	PF3D7_1204300	TGME49_251810
OG0002622	PF3D7_1203700	TGME49_244110
OG0002623	PF3D7_1203500	TGME49_294010
OG0002624	PF3D7_0219600	TGME49_235170
OG0002625	PF3D7_0218700	TGME49_233190
OG0002626	PF3D7_0217800	TGME49_243570
OG0002627	PF3D7_0211400	TGME49_231890
OG0002628	PF3D7_0206700	TGME49_263190
OG0002629	PF3D7_0204700	TGME49_214320
OG0002630	PF3D7_0204500	TGME49_248600
OG0002631	PF3D7_1468700	TGME49_250770
OG0002632	PF3D7_1460700	TGME49_262690
OG0002633	PF3D7_1458900	TGME49_221700
OG0002634	PF3D7_1458400	TGME49_281500
OG0002635	PF3D7_1452300	TGME49_237460
OG0002636	PF3D7_1445900	TGME49_236650
OG0002637	PF3D7_1444300	TGME49_240860
OG0002638	PF3D7_1443300	TGME49_247610
OG0002639	PF3D7_1439900	TGME49_225930
OG0002640	PF3D7_1438100	TGME49_293570
OG0002641	PF3D7_1431900	TGME49_220930
OG0002642	PF3D7_1428400	TGME49_262410
OG0002643	PF3D7_1422500	TGME49_304460
OG0002644	PF3D7_1421200	TGME49_231140
OG0002645	PF3D7_1420000	TGME49_224580
OG0002646	PF3D7_1416500	TGME49_293180
OG0002647	PF3D7_1413800	TGME49_261060
OG0002648	PF3D7_1413500	TGME49_225800
OG0002649	PF3D7_1409300	TGME49_304680
OG0002650	PF3D7_1407100	TGME49_311430
OG0002651	PF3D7_1404500	TGME49_225125
OG0002652	PF3D7_1403900	TGME49_222840
OG0002653	PF3D7_0418500	TGME49_299200
OG0002654	PF3D7_0405400	TGME49_231970
OG0002655	PF3D7_0525100	TGME49_243800
OG0002656	PF3D7_0520100	TGME49_220610
OG0002657	PF3D7_0519400	TGME49_215460
OG0002658	PF3D7_0517600	TGME49_219290
OG0002659	PF3D7_0515000	TGME49_265320
OG0002660	PF3D7_0514100	TGME49_277550
OG0002661	PF3D7_0513300	TGME49_307030
OG0002662	PF3D7_0510200	TGME49_320640
OG0002663	PF3D7_0508100	TGME49_292170
OG0002664	PF3D7_0507700	TGME49_271440
OG0002665	PF3D7_0506900	TGME49_268590
OG0002666	PF3D7_0628200	TGME49_229630
OG0002667	PF3D7_0624000	TGME49_265450
OG0002668	PF3D7_0621400	TGME49_230210
OG0002669	PF3D7_0609400	TGME49_309940
OG0002670	PF3D7_0321200	TGME49_244520
OG0002671	PF3D7_0319100	TGME49_213690
OG0002672	PF3D7_0308600	TGME49_320210
OG0002673	PF3D7_0303000	TGME49_318510
OG0002674	PF3D7_0111400	TGME49_309090
OG0002675	PF3D7_0103100	TGME49_305560
OG0002676	PF3D7_1141900	TGME49_231640
OG0002677	PF3D7_0708400	TGME49_288380
OG0002678	PF3D7_0930900	TGME49_212930
OG0002679	PF3D7_0928900	TGME49_242730
OG0002680	PF3D7_0920800	TGME49_233110
OG0002681	PF3D7_0912900	TGME49_269250
OG0002682	PF3D7_0912800	TGME49_281545
OG0002683	PF3D7_0909800	TGME49_309740
OG0002684	PF3D7_0906100	TGME49_315350
