Orthogroup	Cvulgaris	creidhartii
OG0000021	maker_Scaffold_794-snap-gene-0.27-mRNA-1 protein AED_0.44 eAED_0.44 QI_0|0|0|0.5|0|0|2|0|156, maker_Scaffold_794-snap-gene-0.29-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|1|0|1|0|0.5|2|0|131, maker_Scaffold_263-snap-gene-0.80-mRNA-1 protein AED_0.38 eAED_0.49 QI_0|0.33|0|1|0|0|4|0|173, maker_Scaffold_58-augustus-gene-0.48-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.5|0.57|0.71|0.33|0.71|7|0|270, augustus_masked_Scaffold_351-abinit-gene-0.2-mRNA-1 protein AED_0.37 eAED_0.37 QI_0|0|0|0.12|1|1|8|0|252, maker_Scaffold_263-snap-gene-0.81-mRNA-1 protein AED_0.31 eAED_0.43 QI_0|0.6|0.54|0.81|0.1|0.18|11|0|522	CRv4_Au5_s2_g9023_t1, CRv4_Au5_s2_g9263_t1, CRv4_Au5_s4_g11512_t1
OG0000022	maker_Scaffold_633-augustus-gene-0.74-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0.63|0.58|0.83|1|1|12|0|513, maker_Scaffold_210-snap-gene-0.15-mRNA-1 protein AED_0.14 eAED_0.16 QI_0|0.63|0.5|0.91|0.81|0.75|12|0|547, genemark_Scaffold_132-abinit-gene-0.10-mRNA-1 protein AED_0.17 eAED_0.19 QI_0|0.66|0.5|1|1|1|10|0|459, maker_Scaffold_1086-augustus-gene-0.15-mRNA-1 protein AED_0.26 eAED_0.26 QI_0|0|0|0.41|1|1|12|0|598	CRv4_Au5_s16_g6164_t1, CRv4_Au5_s2_g9694_t1, CRv4_Au5_s2_g9695_t1, CRv4_Au5_s2_g9693_t1, CRv4_Au5_s2_g9692_t1
OG0000023	genemark_Scaffold_271-abinit-gene-0.9-mRNA-1 protein AED_0.23 eAED_0.29 QI_0|0|0|0.5|1|1|14|0|949	CRv4_Au5_s10_g139_t1
OG0000023	maker_Scaffold_1560-augustus-gene-0.27-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0.76|0.64|1|0.92|0.92|14|0|617	CRv4_Au5_s3_g10434_t1
OG0000023	maker_Scaffold_1135-snap-gene-0.20-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.71|0.5|0.87|0.71|0.75|8|0|447	CRv4_Au5_s13_g4434_t1
OG0000023	maker_Scaffold_1755-snap-gene-0.17-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|0.8|0.16|1|1|1|6|0|338	CRv4_Au5_s5_g12056_t1
OG0000024	maker_Scaffold_76-snap-gene-0.270-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.83|0.42|0.85|1|0.71|7|0|685, maker_Scaffold_208-snap-gene-0.162-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|1|0.66|1|1|1|6|0|622, genemark_Scaffold_1082-abinit-gene-0.14-mRNA-1 protein AED_0.26 eAED_0.28 QI_0|0|0|0.83|1|1|6|0|640, genemark_Scaffold_94-abinit-gene-0.14-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|0.66|0.42|0.94|1|1|19|0|1304, maker_Scaffold_125-snap-gene-0.63-mRNA-1 protein AED_0.25 eAED_0.26 QI_0|0|0|1|0.33|0|4|0|382, maker_Scaffold_1052-augustus-gene-0.62-mRNA-1 protein AED_0.14 eAED_0.18 QI_0|0.42|0.37|1|0.71|0.87|8|0|842	CRv4_Au5_s2_g9356_t1, CRv4_Au5_s28_g10065_t1
OG0000025	maker_Scaffold_374-augustus-gene-0.161-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|1|0.8|1|1|1|10|0|576, genemark_Scaffold_98-abinit-gene-0.25-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.88|0.7|1|1|1|10|0|600	CRv4_Au5_s2_g8365_t1, CRv4_Au5_s1_g1438_t1, CRv4_Au5_s27_g10024_t1, CRv4_Au5_s2_g9210_t1, CRv4_Au5_s24_g9930_t1, CRv4_Au5_s14_g5306_t1
OG0000026	maker_Scaffold_1094-augustus-gene-0.78-mRNA-1 protein AED_0.22 eAED_0.25 QI_0|0|0|1|1|1|2|0|102, maker_Scaffold_1094-augustus-gene-0.79-mRNA-1 protein AED_0.23 eAED_0.26 QI_0|0|0|0.5|1|1|4|0|206, maker_Scaffold_690-augustus-gene-0.38-mRNA-1 protein AED_0.49 eAED_0.49 QI_0|0.12|0|0.55|0.62|0.88|9|0|272, maker_Scaffold_1014-snap-gene-0.66-mRNA-1 protein AED_0.10 eAED_0.24 QI_0|0.33|0.25|1|0.66|0.75|4|0|228, maker_Scaffold_833-augustus-gene-0.51-mRNA-1 protein AED_0.43 eAED_0.45 QI_0|0.33|0.14|0.85|1|1|7|0|554, maker_Scaffold_469-augustus-gene-0.45-mRNA-1 protein AED_0.40 eAED_0.41 QI_0|0.28|0.12|0.37|0.85|0.87|8|0|714	CRv4_Au5_s9_g15347_t1, CRv4_Au5_s1_g2337_t1
OG0000027	maker_Scaffold_382-snap-gene-0.57-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.8|0.72|1|0.9|0.72|11|0|558	CRv4_Au5_s1_g1666_t1
OG0000027	maker_Scaffold_353-augustus-gene-0.58-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.77|0.6|0.8|1|0.9|10|0|384, maker_Scaffold_1821-augustus-gene-0.38-mRNA-1 protein AED_0.20 eAED_0.20 QI_0|0.85|0.62|1|1|1|8|0|263	CRv4_Au5_s16_g6366_t1
OG0000027	augustus_masked_Scaffold_1418-abinit-gene-0.1-mRNA-1 protein AED_0.60 eAED_0.60 QI_0|0.2|0.16|0.33|1|1|6|0|249	CRv4_Au5_s13_g4470_t3, CRv4_Au5_s13_g4470_t1
OG0000028	maker_Scaffold_2420-augustus-gene-0.12-mRNA-1 protein AED_0.22 eAED_0.23 QI_9|0.4|0.5|0.66|1|1|6|0|266, genemark_Scaffold_1006-abinit-gene-0.13-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0.8|0.5|1|1|1|6|0|476, maker_Scaffold_2135-augustus-gene-0.18-mRNA-1 protein AED_0.27 eAED_0.28 QI_0|0.28|0.12|0.62|1|1|8|0|332, maker_Scaffold_2000-augustus-gene-0.34-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.88|0.7|1|1|1|10|0|456, augustus_masked_Scaffold_971-abinit-gene-0.3-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.8|0.5|1|1|1|6|0|396, maker_Scaffold_971-snap-gene-0.42-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0.66|0.25|1|0.66|0.75|4|0|254, maker_Scaffold_253-snap-gene-0.9-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|0.66|0.25|1|0.33|0.5|4|0|219	CRv4_Au5_s11_g2568_t1
OG0000029	maker_Scaffold_131-snap-gene-0.61-mRNA-1 protein AED_0.24 eAED_0.29 QI_0|0|0|0.6|0|0|5|0|762	CRv4_Au5_s72_g14596_t1, CRv4_Au5_s17_g7130_t1, CRv4_Au5_s17_g7128_t1, CRv4_Au5_s17_g7135_t1, CRv4_Au5_s17_g7136_t1, CRv4_Au5_s1_g1403_t2, CRv4_Au5_s1_g1403_t1
OG0000030	genemark_Scaffold_1400-abinit-gene-0.10-mRNA-1 protein AED_0.55 eAED_0.55 QI_0|0|0|0.4|1|1|5|0|146	CRv4_Au5_s16_g6867_t1, CRv4_Au5_s16_g6867_t2, CRv4_Au5_s16_g6020_t1, CRv4_Au5_s16_g6866_t1, CRv4_Au5_s16_g6866_t3, CRv4_Au5_s16_g6866_t4, CRv4_Au5_s16_g6866_t2
OG0000031	maker_Scaffold_761-snap-gene-0.31-mRNA-1 protein AED_0.10 eAED_0.13 QI_0|0.82|0.77|1|0.52|0.61|18|0|697, genemark_Scaffold_283-abinit-gene-0.4-mRNA-1 protein AED_0.55 eAED_0.56 QI_0|0.42|0.37|0.87|1|1|8|0|235, maker_Scaffold_424-augustus-gene-0.25-mRNA-1 protein AED_0.21 eAED_0.26 QI_75|0.87|0.82|1|0.75|0.82|17|0|494	CRv4_Au5_s13_g4927_t1, CRv4_Au5_s13_g4928_t1, CRv4_Au5_s3_g10295_t1, CRv4_Au5_s3_g11223_t1, CRv4_Au5_s9_g15768_t2
OG0000032	maker_Scaffold_497-augustus-gene-0.57-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0.09|0|0.25|1|1|12|0|759, maker_Scaffold_234-snap-gene-0.214-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.4|0.16|0.66|0.4|0.5|6|0|728	CRv4_Au5_s1_g1698_t1
OG0000032	maker_Scaffold_309-snap-gene-0.22-mRNA-1 protein AED_0.27 eAED_0.27 QI_0|0.5|0.4|0.8|0|0|5|0|285	CRv4_Au5_s11_g2678_t1, CRv4_Au5_s1_g1938_t1, CRv4_Au5_s11_g2673_t1
OG0000033	maker_Scaffold_342-augustus-gene-0.27-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0|0|0.8|0.77|0.8|10|0|454, maker_Scaffold_329-augustus-gene-0.177-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.4|0|1|0.8|0.83|6|0|542, maker_Scaffold_1131-snap-gene-0.29-mRNA-1 protein AED_0.06 eAED_0.21 QI_0|0.63|0.58|1|0.63|0.58|12|0|668	CRv4_Au5_s12_g3703_t1, CRv4_Au5_s2_g9699_t1, CRv4_Au5_s3_g10303_t1, CRv4_Au5_s2_g9683_t1
OG0000034	snap_masked_Scaffold_6-abinit-gene-0.121-mRNA-1 protein AED_0.62 eAED_0.62 QI_0|0.5|0|0.66|1|1|3|0|177	CRv4_Au5_s12_g2810_t1, CRv4_Au5_s12_g3868_t1, CRv4_Au5_s11_g2679_t1, CRv4_Au5_s13_g4646_t1, CRv4_Au5_s13_g4764_t1, CRv4_Au5_s2_g9114_t1
OG0000035	maker_Scaffold_141-snap-gene-0.171-mRNA-1 protein AED_0.10 eAED_0.14 QI_0|0.6|0.37|0.93|0.66|0.5|16|0|608	CRv4_Au5_s7_g14520_t1, CRv4_Au5_s7_g14519_t1, CRv4_Au5_s7_g14521_t1, CRv4_Au5_s7_g14253_t1, CRv4_Au5_s1_g2052_t1, CRv4_Au5_s1_g2052_t2
OG0000036	maker_Scaffold_1698-augustus-gene-0.59-mRNA-1 protein AED_0.11 eAED_0.13 QI_0|0.84|0.71|0.92|1|1|14|0|1221	CRv4_Au5_s2_g9306_t1
OG0000036	maker_Scaffold_1821-augustus-gene-0.37-mRNA-1 protein AED_0.30 eAED_0.31 QI_0|0.66|0.42|0.85|1|1|7|0|468, maker_Scaffold_76-augustus-gene-0.262-mRNA-1 protein AED_0.34 eAED_0.34 QI_27|0.5|0|0.66|0.5|0|3|0|224, genemark_Scaffold_1597-abinit-gene-0.6-mRNA-1 protein AED_0.17 eAED_0.21 QI_0|0|0|0.6|1|1|15|0|1381, maker_Scaffold_289-augustus-gene-0.45-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0.5|0|0.66|1|1|3|0|295	CRv4_Au5_s1_g1217_t1
OG0000037	maker_Scaffold_1371-snap-gene-0.37-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.33|1|1|1|3|0|580, genemark_Scaffold_1391-abinit-gene-0.4-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.42|0.25|0.75|1|1|8|0|523, maker_Scaffold_136-augustus-gene-0.46-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.66|1|1|1|6|0|370, genemark_Scaffold_89-abinit-gene-1.72-mRNA-1 protein AED_0.30 eAED_0.31 QI_0|0.2|0.33|0.66|1|1|6|0|210, maker_Scaffold_1585-snap-gene-0.19-mRNA-1 protein AED_0.28 eAED_0.32 QI_0|0|0|0.5|0|0.25|4|0|304	CRv4_Au5_s3_g11181_t1, CRv4_Au5_s10_g79_t1
OG0000038	maker_Scaffold_1416-augustus-gene-0.53-mRNA-1 protein AED_0.48 eAED_0.49 QI_0|0|0|0.5|0.66|0.75|4|0|153	CRv4_Au5_s2_g8586_t1
OG0000038	maker_Scaffold_243-augustus-gene-0.231-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.71|0.5|0.75|0.85|0.87|8|0|335	CRv4_Au5_s2_g9366_t1
OG0000038	maker_Scaffold_1853-augustus-gene-0.8-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|0.22|0.1|0.3|0.88|0.9|10|0|325, maker_Scaffold_1115-augustus-gene-0.16-mRNA-1 protein AED_0.19 eAED_0.25 QI_90|0.5|0.2|0.8|1|1|5|0|162	CRv4_Au5_s20_g8225_t1
OG0000039	genemark_Scaffold_833-abinit-gene-0.10-mRNA-1 protein AED_0.20 eAED_0.22 QI_0|0.2|0.16|0.66|1|1|6|0|270, maker_Scaffold_994-snap-gene-0.50-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|1|0.66|1|1|1|3|0|138	CRv4_Au5_s13_g4989_t1, CRv4_Au5_s13_g4987_t1, CRv4_Au5_s12_g4258_t1, CRv4_Au5_s18_g7955_t1, CRv4_Au5_s13_g4995_t1
OG0000040	genemark_Scaffold_168-abinit-gene-0.36-mRNA-1 protein AED_0.28 eAED_0.28 QI_0|0.33|0.4|0.8|1|1|10|0|694, genemark_Scaffold_168-abinit-gene-0.25-mRNA-1 protein AED_0.55 eAED_0.56 QI_0|0.5|0.4|0.6|1|1|5|0|313, genemark_Scaffold_240-abinit-gene-0.53-mRNA-1 protein AED_0.17 eAED_0.18 QI_0|0.25|0|0.8|1|1|5|0|374, genemark_Scaffold_766-abinit-gene-0.10-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.5|1|1|1|4|0|475	CRv4_Au5_s3_g10741_t1, CRv4_Au5_s8_g14909_t1
OG0000041	snap_masked_Scaffold_520-abinit-gene-0.116-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|-1|0|1|-1|1|1|0|64	CRv4_Au5_s13_g5126_t1
OG0000041	maker_Scaffold_777-augustus-gene-0.62-mRNA-1 protein AED_0.42 eAED_0.42 QI_0|0.5|0.2|0.6|1|0.8|5|0|413	CRv4_Au5_s19_g8172_t1
OG0000041	maker_Scaffold_359-augustus-gene-0.83-mRNA-1 protein AED_0.08 eAED_0.08 QI_0|0.85|0.5|1|1|0.75|8|0|666	CRv4_Au5_s6_g13476_t1
OG0000042	maker_Scaffold_745-augustus-gene-0.28-mRNA-1 protein AED_0.46 eAED_0.46 QI_0|0.42|0.25|0.5|1|1|8|0|316	CRv4_Au5_s14_g5443_t1
OG0000042	maker_Scaffold_41-augustus-gene-0.148-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|1|0.5|1|1|1|4|0|233	CRv4_Au5_s3_g11228_t1
OG0000042	genemark_Scaffold_564-abinit-gene-0.21-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.8|0.66|1|1|1|6|0|277	CRv4_Au5_s7_g14071_t1
OG0000043	maker_Scaffold_519-augustus-gene-0.6-mRNA-1 protein AED_0.30 eAED_0.30 QI_0|0.28|0.25|0.37|0.71|0.87|8|0|344, maker_Scaffold_313-snap-gene-0.148-mRNA-1 protein AED_0.34 eAED_0.34 QI_0|0.4|0.16|0.5|0.8|0.83|6|0|430, genemark_Scaffold_446-abinit-gene-0.1-mRNA-1 protein AED_0.39 eAED_0.39 QI_0|0.15|0.07|0.35|1|1|14|0|562	CRv4_Au5_s13_g4395_t1, CRv4_Au5_s33_g11429_t1, CRv4_Au5_s2_g8884_t1
OG0000044	augustus_masked_Scaffold_4193-abinit-gene-0.0-mRNA-1 protein AED_0.19 eAED_0.19 QI_0|0|0|0.5|1|1|2|0|76	CRv4_Au5_s12_g3235_t1
OG0000044	maker_Scaffold_123-augustus-gene-0.218-mRNA-1 protein AED_0.41 eAED_0.43 QI_0|0|0|0.27|1|1|18|0|933	CRv4_Au5_s12_g3356_t1
OG0000044	genemark_Scaffold_662-abinit-gene-0.34-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|0.76|0.42|0.92|1|1|14|0|1643	CRv4_Au5_s3_g10549_t1
OG0000045	maker_Scaffold_482-snap-gene-0.66-mRNA-1 protein AED_0.18 eAED_0.28 QI_0|0.57|0.2|0.93|0.57|0.6|15|0|947, maker_Scaffold_143-snap-gene-0.247-mRNA-1 protein AED_0.33 eAED_0.36 QI_0|0.6|0.37|1|0.46|0.56|16|0|824, genemark_Scaffold_143-abinit-gene-0.31-mRNA-1 protein AED_0.51 eAED_0.54 QI_0|0.6|0.33|1|1|1|6|0|428, maker_Scaffold_996-augustus-gene-0.77-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.63|0.61|0.88|0.78|0.73|34|0|1445, maker_Scaffold_1015-augustus-gene-0.38-mRNA-1 protein AED_0.36 eAED_0.37 QI_0|0.35|0.2|0.46|1|1|15|0|810	CRv4_Au5_s7_g14432_t1
OG0000046	maker_Scaffold_208-snap-gene-0.167-mRNA-1 protein AED_0.08 eAED_0.09 QI_0|0.8|0.33|1|0.8|0.66|6|0|385, maker_Scaffold_2217-augustus-gene-0.12-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|1|0.66|1|1|1|6|0|393, maker_Scaffold_225-augustus-gene-0.204-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.5|0.14|0.85|0.83|0.85|7|0|459	CRv4_Au5_s7_g14533_t1, CRv4_Au5_s7_g14534_t1, CRv4_Au5_s13_g4542_t1
OG0000047	maker_Scaffold_5-augustus-gene-0.195-mRNA-1 protein AED_0.24 eAED_0.25 QI_0|0.5|0.47|0.89|0.72|0.73|19|0|828	CRv4_Au5_s10_g498_t2, CRv4_Au5_s10_g498_t1, CRv4_Au5_s10_g494_t1, CRv4_Au5_s10_g312_t1, CRv4_Au5_s10_g313_t1
OG0000048	maker_Scaffold_214-augustus-gene-0.279-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.25|0|0.8|1|0.8|5|0|250	CRv4_Au5_s2_g9548_t1
OG0000048	maker_Scaffold_1133-snap-gene-0.42-mRNA-1 protein AED_0.09 eAED_0.13 QI_0|0.7|0.45|0.81|0.7|0.54|11|0|797	CRv4_Au5_s3_g10836_t1
OG0000048	maker_Scaffold_1880-augustus-gene-0.12-mRNA-1 protein AED_0.15 eAED_0.15 QI_46|0.5|0.28|0.85|0.83|0.71|7|0|262	CRv4_Au5_s12_g3655_t1
OG0000049	augustus_masked_Scaffold_439-abinit-gene-0.7-mRNA-1 protein AED_0.48 eAED_0.51 QI_0|0|0|1|1|1|3|0|226, genemark_Scaffold_439-abinit-gene-0.48-mRNA-1 protein AED_0.27 eAED_0.28 QI_0|0.17|0.11|0.88|1|1|18|0|1603	CRv4_Au5_s16_g6098_t1, CRv4_Au5_s16_g6090_t2, CRv4_Au5_s12_g3538_t1, CRv4_Au5_s12_g3538_t2
OG0000050	maker_Scaffold_482-augustus-gene-0.62-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.6|1|1|0.8|5|0|293, augustus_masked_Scaffold_971-abinit-gene-0.4-mRNA-1 protein AED_0.10 eAED_0.10 QI_0|0.85|0.62|0.87|1|1|8|0|517, maker_Scaffold_992-snap-gene-0.158-mRNA-1 protein AED_0.04 eAED_0.04 QI_0|1|0.33|1|1|1|3|0|300, maker_Scaffold_2485-snap-gene-0.8-mRNA-1 protein AED_0.07 eAED_0.07 QI_42|1|0.8|1|1|1|5|0|362	CRv4_Au5_s10_g697_t1, CRv4_Au5_s6_g13545_t1
OG0000051	augustus_masked_Scaffold_651-abinit-gene-0.7-mRNA-1 protein AED_0.35 eAED_0.35 QI_0|0.5|0|1|1|1|3|0|156, maker_Scaffold_1004-snap-gene-0.61-mRNA-1 protein AED_0.05 eAED_0.11 QI_0|0.57|0.37|1|0.57|0.5|8|0|535, maker_Scaffold_383-snap-gene-0.49-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.87|0.77|1|1|1|9|0|556	CRv4_Au5_s17_g7142_t1, CRv4_Au5_s17_g7173_t1, CRv4_Au5_s17_g7189_t1
OG0000052	maker_Scaffold_67-augustus-gene-0.72-mRNA-1 protein AED_0.10 eAED_0.11 QI_0|0.91|0.76|1|1|1|13|0|599	CRv4_Au5_s1_g1522_t1
OG0000052	augustus_masked_Scaffold_777-abinit-gene-0.7-mRNA-1 protein AED_0.17 eAED_0.17 QI_0|0.92|0.85|1|1|1|14|0|510	CRv4_Au5_s8_g14924_t1
OG0000052	maker_Scaffold_648-augustus-gene-0.90-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.75|0.55|0.77|0.87|0.88|9|0|441	CRv4_Au5_s15_g5977_t1
OG0000053	maker_Scaffold_689-snap-gene-0.31-mRNA-1 protein AED_0.13 eAED_0.14 QI_0|0.33|0.14|0.85|0.33|0.28|7|0|637, maker_Scaffold_299-snap-gene-0.35-mRNA-1 protein AED_0.09 eAED_0.11 QI_0|0.33|0|1|1|1|4|0|957	CRv4_Au5_s2_g9293_t1
OG0000053	genemark_Scaffold_938-abinit-gene-0.18-mRNA-1 protein AED_0.44 eAED_0.44 QI_0|0|0|0.5|1|1|12|0|549, maker_Scaffold_1205-snap-gene-0.15-mRNA-1 protein AED_0.11 eAED_0.11 QI_0|0.7|0.63|1|0.8|0.90|11|0|854	CRv4_Au5_s10_g822_t1
OG0000054	maker_Scaffold_868-augustus-gene-0.73-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0.75|0.55|1|1|1|9|0|479	CRv4_Au5_s2_g8859_t1, CRv4_Au5_s2_g8859_t2
OG0000054	maker_Scaffold_2116-snap-gene-0.40-mRNA-1 protein AED_0.09 eAED_0.09 QI_0|0.92|0.71|0.92|0.76|0.71|14|0|1166	CRv4_Au5_s6_g12388_t1, CRv4_Au5_s6_g12387_t1
OG0000055	maker_Scaffold_47-augustus-gene-0.65-mRNA-1 protein AED_0.44 eAED_0.44 QI_0|0|0|0.1|1|1|10|0|440, maker_Scaffold_1104-augustus-gene-0.18-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0.44|0.4|0.6|1|1|10|0|398, maker_Scaffold_187-augustus-gene-0.91-mRNA-1 protein AED_0.14 eAED_0.15 QI_0|0.92|0.85|1|0.92|0.92|14|0|459	CRv4_Au5_s17_g7657_t1, CRv4_Au5_s17_g7655_t1, CRv4_Au5_s17_g7655_t2
OG0000056	augustus_masked_Scaffold_609-abinit-gene-0.12-mRNA-1 protein AED_0.23 eAED_0.25 QI_0|0.4|0.16|0.66|1|1|6|0|421	CRv4_Au5_s7_g13829_t1
OG0000056	genemark_Scaffold_53-abinit-gene-0.29-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|0.33|0.28|0.71|1|1|7|0|483	CRv4_Au5_s10_g355_t1
OG0000056	genemark_Scaffold_1396-abinit-gene-0.18-mRNA-1 protein AED_0.34 eAED_0.35 QI_0|0|0|1|1|1|4|0|151	CRv4_Au5_s1_g1474_t1
OG0000057	genemark_Scaffold_1733-abinit-gene-0.6-mRNA-1 protein AED_0.28 eAED_0.30 QI_0|0|0|0.57|1|1|7|0|612	CRv4_Au5_s12_g3793_t3, CRv4_Au5_s12_g3793_t4, CRv4_Au5_s12_g3793_t2, CRv4_Au5_s12_g3793_t1, CRv4_Au5_s12_g3788_t1
OG0000058	genemark_Scaffold_313-abinit-gene-0.32-mRNA-1 protein AED_0.23 eAED_0.23 QI_0|0.5|0|0.66|1|1|3|0|108	CRv4_Au5_s1_g2289_t1, CRv4_Au5_s1_g2290_t1, CRv4_Au5_s1_g2291_t1, CRv4_Au5_s1_g2291_t2
OG0000059	genemark_Scaffold_329-abinit-gene-0.49-mRNA-1 protein AED_0.16 eAED_0.21 QI_0|0|0|0.87|1|1|8|0|1000	CRv4_Au5_s6_g12375_t1
OG0000059	augustus_masked_Scaffold_350-abinit-gene-0.1-mRNA-1 protein AED_0.22 eAED_0.23 QI_0|0.66|0.5|0.8|1|1|10|0|669, maker_Scaffold_1712-snap-gene-0.23-mRNA-1 protein AED_0.11 eAED_0.12 QI_12|0.8|0.54|1|0.5|0.54|11|0|682	CRv4_Au5_s2_g9160_t1
OG0000060	maker_Scaffold_86-augustus-gene-0.109-mRNA-1 protein AED_0.21 eAED_0.21 QI_2|0.8|0.66|0.83|0.6|0.66|6|0|259	CRv4_Au5_s6_g13274_t1
OG0000060	augustus_masked_Scaffold_459-abinit-gene-0.24-mRNA-1 protein AED_0.34 eAED_0.34 QI_0|1|0.6|1|1|1|5|0|205, maker_Scaffold_1694-augustus-gene-0.45-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|1|0.71|1|1|1|7|0|261	CRv4_Au5_s9_g15788_t1
OG0000061	maker_Scaffold_196-augustus-gene-0.105-mRNA-1 protein AED_0.09 eAED_0.12 QI_0|0.8|0.5|0.83|1|0.83|6|0|515, maker_Scaffold_76-augustus-gene-0.263-mRNA-1 protein AED_0.27 eAED_0.29 QI_0|0.27|0.25|0.5|1|1|12|0|885	CRv4_Au5_s1_g2348_t1, CRv4_Au5_s3_g10345_t1, CRv4_Au5_s3_g10345_t2
OG0000062	maker_Scaffold_888-snap-gene-0.228-mRNA-1 protein AED_0.12 eAED_0.13 QI_0|1|0.6|1|0.5|0.4|5|0|205	CRv4_Au5_s15_g5795_t1, CRv4_Au5_s15_g5795_t2, CRv4_Au5_s15_g5796_t1, CRv4_Au5_s13_g4756_t1
OG0000063	maker_Scaffold_89-snap-gene-1.299-mRNA-1 protein AED_0.13 eAED_0.15 QI_0|1|0.5|1|0.66|1|4|0|347	CRv4_Au5_s9_g15374_t1, CRv4_Au5_s9_g15373_t1
OG0000063	maker_Scaffold_938-augustus-gene-0.72-mRNA-1 protein AED_0.31 eAED_0.32 QI_0|0.5|0|0.66|1|1|3|0|187	CRv4_Au5_s17_g7388_t1
OG0000064	maker_Scaffold_1031-augustus-gene-0.52-mRNA-1 protein AED_0.05 eAED_0.06 QI_0|1|0.8|1|1|1|5|0|282	CRv4_Au5_s9_g15266_t2, CRv4_Au5_s9_g15266_t1
OG0000064	maker_Scaffold_266-augustus-gene-0.171-mRNA-1 protein AED_0.06 eAED_0.07 QI_0|1|0.5|1|1|1|2|0|172	CRv4_Au5_s12_g3775_t1
OG0000065	augustus_masked_Scaffold_1519-abinit-gene-0.15-mRNA-1 protein AED_0.31 eAED_0.31 QI_0|0|0|0.33|1|1|3|0|131, maker_Scaffold_435-augustus-gene-0.166-mRNA-1 protein AED_0.14 eAED_0.14 QI_0|1|0.6|1|1|1|5|0|313	CRv4_Au5_s16_g6511_t2, CRv4_Au5_s16_g6511_t1, CRv4_Au5_s16_g6511_t3
OG0000066	maker_Scaffold_371-augustus-gene-0.136-mRNA-1 protein AED_0.25 eAED_0.25 QI_0|0.57|0.5|0.62|0.85|1|8|0|428, maker_Scaffold_708-augustus-gene-0.99-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.33|0.14|0.42|1|1|7|0|253, augustus_masked_Scaffold_2427-abinit-gene-0.0-mRNA-1 protein AED_0.32 eAED_0.33 QI_0|0|0|0.33|1|1|9|0|323	CRv4_Au5_s1_g1679_t1, CRv4_Au5_s1_g1682_t1
